Wed Jul 21 00:19:53 2021    profile.bin

         20713429 function calls (19569083 primitive calls) in 46.702 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\video\resnet.py:162(BasicStem)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\googlenet.py:132(QuantizableGoogLeNet)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\inception.py:111(QuantizableInceptionB)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\inception.py:179(QuantizableInception3)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\shufflenetv2.py:24(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\_util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\mnist.py:226(KMNIST)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:150(ToPILImage)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:315(CenterCrop)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:460(RandomApply)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:922(FiveCrop)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:1832(RandomSolarize)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFilter.py:25(Filter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFilter.py:40(Kernel)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFilter.py:69(RankFilter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFilter.py:171(BoxBlur)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFilter.py:192(UnsharpMask)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\defusedxml\common.py:41(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\defusedxml\common.py:93(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\synchronize.py:123(Semaphore)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:730(Filter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\humanfriendly\__init__.py:775(InvalidLength)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\concurrent\futures\_base.py:142(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\inspect.py:487(getmro)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\inspect.py:2849(return_annotation)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:1644(NamedTuple)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\queues.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\case.py:157(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\case.py:321(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1076(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1178(FileType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\_endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_internal.py:848(recursive)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:684(IndexExpression)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ast.py:502(NameConstant)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:204(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:846(_DomainSafeDivide)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:873(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:42(TqdmWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:85(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\utils.py:215(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\_monitor.py:8(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_utils.py:399(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\serialization.py:198(_opener)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\serialization.py:209(_open_file)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\serialization.py:245(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\serialization.py:253(_open_zipfile_writer_buffer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tarfile.py:701(ExFileObject)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_tensor_str.py:74(_Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\cuda\__init__.py:237(device_of)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\parameter.py:157(UninitializedBuffer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\package_importer.py:569(_ModuleNode)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\typing_extensions.py:769(_ExtensionsGenericMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\activation.py:277(Sigmoid)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\activation.py:338(Tanh)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:969(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:1078(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:1135(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\function.py:258(InplaceFunction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\dropout.py:61(Dropout2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\dropout.py:145(AlphaDropout)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\modules\fused.py:99(BNReLU2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\frontend.py:114(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_monkeytype_config.py:108(JitTypeTraceStoreLogger)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_state.py:39(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\__init__.py:41(PropModule)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributed\autograd\__init__.py:28(context)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_trace.py:290(TracingCheckError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\modules\conv_fused.py:306(ConvBn2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\modules\conv_fused.py:428(ConvBn3d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\optimizer.py:10(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:382(MultiStepLR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:430(ExponentialLR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:926(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\context.py:220(Process)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\context.py:321(SpawnProcess)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\zipfile.py:2230(FastLookup)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1228(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1246(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1400(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1533(FTPHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\http\client.py:170(HTTPMessage)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:225(_OneHot)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:277(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:355(_Interval)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:373(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:402(_Multinomial)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:445(_CorrCholesky)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\cuda\__init__.py:86(cuBLASModule)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\utils\decoder.py:225(MatHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\segmentation\fcn.py:25(FCNHead)
        5    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_opset9.py:1104(wrap_logical_op_with_cast_to_and_from)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\_utils.py:348(SSDMatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\keypoint_rcnn.py:225(KeypointRCNNHeads)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\mobilenetv3.py:31(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\resnet.py:84(QuantizableResNet)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\inception.py:141(QuantizableInceptionE)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\xml\etree\ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:239(FunctionPtrType)
